@RELATION offres_emploi_maroc

@ATTRIBUTE desc_length NUMERIC
@ATTRIBUTE word_count NUMERIC
@ATTRIBUTE is_remote {0,1}
@ATTRIBUTE has_education {0,1}
@ATTRIBUTE has_experience {0,1}
@ATTRIBUTE location {casablanca,rabat,marrakech,tanger,agadir,fes,mohammedia,sale,kenitra,autre}
@ATTRIBUTE category {IT_DEVELOPPEMENT,JURIDIQUE_DROIT,SANTE_MEDICAL,ENERGIE_ENVIRONNEMENT,TELECOM_RESEAUX,BATIMENT_CONSTRUCTION,ADMIN_SYSTEME_CLOUD,EDUCATION_FORMATION,COMMERCIAL_VENTE,MARKETING_COM,RESSOURCES_HUMAINES,COMPTABILITE_FINANCE,LOGISTIQUE_TRANSPORT,PRODUCTION_INDUSTRIE,ADMINISTRATIF_SUPPORT,MANAGEMENT_DIRECTION,DATA_IA,INGENIERIE,SPECIAL_AUTRES,AUTRE_SECTEUR}

@DATA
373,54,0,1,1,autre,DATA_IA
376,54,0,0,0,casablanca,SPECIAL_AUTRES
338,43,0,0,0,casablanca,COMMERCIAL_VENTE
435,62,0,1,0,autre,MANAGEMENT_DIRECTION
420,56,0,0,0,autre,DATA_IA
368,53,0,0,1,casablanca,LOGISTIQUE_TRANSPORT
379,48,0,1,0,rabat,ADMINISTRATIF_SUPPORT
381,48,0,1,1,casablanca,COMMERCIAL_VENTE
383,55,0,1,0,casablanca,DATA_IA
431,60,0,0,0,casablanca,SPECIAL_AUTRES
416,55,0,1,0,kenitra,DATA_IA
409,56,0,1,1,casablanca,MANAGEMENT_DIRECTION
404,52,0,1,1,tanger,MANAGEMENT_DIRECTION
366,46,0,1,1,tanger,DATA_IA
349,51,0,1,0,casablanca,COMMERCIAL_VENTE
389,56,0,0,0,sale,DATA_IA
375,51,0,0,1,casablanca,COMMERCIAL_VENTE
294,37,0,1,0,rabat,RESSOURCES_HUMAINES
363,49,0,1,1,casablanca,SPECIAL_AUTRES
340,44,0,1,1,casablanca,SPECIAL_AUTRES
412,57,0,0,0,rabat,DATA_IA
358,49,0,1,0,casablanca,COMMERCIAL_VENTE
388,49,0,0,0,casablanca,MANAGEMENT_DIRECTION
409,56,0,1,1,tanger,COMPTABILITE_FINANCE
552,80,0,1,0,casablanca,SPECIAL_AUTRES
341,45,0,0,0,casablanca,DATA_IA
304,47,0,1,0,kenitra,RESSOURCES_HUMAINES
314,40,0,1,0,casablanca,PRODUCTION_INDUSTRIE
475,66,0,0,0,autre,PRODUCTION_INDUSTRIE
384,55,0,1,0,casablanca,DATA_IA
311,40,0,1,0,casablanca,ADMIN_SYSTEME_CLOUD
409,57,0,0,0,rabat,DATA_IA
528,70,0,1,0,rabat,MANAGEMENT_DIRECTION
367,51,0,0,1,rabat,SPECIAL_AUTRES
343,47,0,1,1,rabat,DATA_IA
417,60,0,0,1,rabat,DATA_IA
413,62,0,0,1,rabat,DATA_IA
323,43,0,1,0,rabat,MARKETING_COM
454,62,0,0,1,casablanca,ADMINISTRATIF_SUPPORT
369,47,0,1,1,casablanca,COMPTABILITE_FINANCE
433,65,0,0,0,casablanca,IT_DEVELOPPEMENT
405,58,0,1,1,casablanca,JURIDIQUE_DROIT
386,51,0,1,0,rabat,MARKETING_COM
368,56,0,0,0,fes,SPECIAL_AUTRES
354,49,0,1,1,casablanca,MANAGEMENT_DIRECTION
425,61,0,1,0,casablanca,PRODUCTION_INDUSTRIE
482,64,0,1,0,rabat,SPECIAL_AUTRES
446,61,0,1,0,casablanca,ADMIN_SYSTEME_CLOUD
488,69,0,1,1,casablanca,IT_DEVELOPPEMENT
466,63,0,1,0,casablanca,IT_DEVELOPPEMENT
406,51,1,0,0,casablanca,DATA_IA
438,55,0,0,0,rabat,TELECOM_RESEAUX
365,48,1,0,0,casablanca,SPECIAL_AUTRES
408,62,0,1,0,casablanca,MANAGEMENT_DIRECTION
424,60,0,1,0,casablanca,SPECIAL_AUTRES
360,46,0,1,0,casablanca,INGENIERIE
387,48,0,1,0,casablanca,INGENIERIE
312,44,0,1,0,casablanca,RESSOURCES_HUMAINES
404,55,0,0,0,casablanca,MANAGEMENT_DIRECTION
424,56,0,1,1,autre,COMPTABILITE_FINANCE
360,52,0,1,1,autre,MANAGEMENT_DIRECTION
449,67,0,1,1,autre,DATA_IA
440,59,0,1,0,autre,SPECIAL_AUTRES
336,53,0,1,1,casablanca,RESSOURCES_HUMAINES
375,50,0,1,0,rabat,IT_DEVELOPPEMENT
444,53,0,1,0,autre,INGENIERIE
362,46,0,1,1,autre,LOGISTIQUE_TRANSPORT
375,50,0,1,1,rabat,SPECIAL_AUTRES
357,49,0,0,0,marrakech,DATA_IA
343,49,0,1,1,rabat,DATA_IA
315,42,0,1,0,casablanca,MANAGEMENT_DIRECTION
427,59,0,0,0,tanger,PRODUCTION_INDUSTRIE
369,58,0,1,0,rabat,SPECIAL_AUTRES
404,55,0,1,0,rabat,MARKETING_COM
380,53,0,1,0,casablanca,SPECIAL_AUTRES
401,58,0,0,0,rabat,ADMINISTRATIF_SUPPORT
334,38,0,1,0,rabat,MANAGEMENT_DIRECTION
356,47,0,0,1,rabat,IT_DEVELOPPEMENT
432,66,0,1,1,rabat,IT_DEVELOPPEMENT
359,51,0,0,1,autre,PRODUCTION_INDUSTRIE
419,56,0,0,1,rabat,COMPTABILITE_FINANCE
347,49,0,1,0,marrakech,PRODUCTION_INDUSTRIE
389,52,0,1,1,casablanca,COMPTABILITE_FINANCE
400,50,0,1,1,casablanca,MANAGEMENT_DIRECTION
452,63,0,0,1,casablanca,DATA_IA
390,53,0,0,1,marrakech,DATA_IA
425,56,0,0,0,casablanca,MANAGEMENT_DIRECTION
316,42,0,0,0,tanger,SPECIAL_AUTRES
425,59,0,0,1,casablanca,COMPTABILITE_FINANCE
430,57,0,0,1,tanger,MANAGEMENT_DIRECTION
487,66,0,1,1,casablanca,COMMERCIAL_VENTE
407,56,0,1,1,autre,LOGISTIQUE_TRANSPORT
276,35,0,1,0,mohammedia,DATA_IA
340,47,0,1,1,casablanca,COMPTABILITE_FINANCE
369,53,0,0,1,casablanca,ADMINISTRATIF_SUPPORT
475,61,0,0,1,casablanca,MANAGEMENT_DIRECTION
467,58,0,0,0,casablanca,ADMINISTRATIF_SUPPORT
385,55,0,0,0,casablanca,JURIDIQUE_DROIT
436,55,0,0,0,tanger,SPECIAL_AUTRES
416,51,0,0,0,rabat,ADMINISTRATIF_SUPPORT
408,59,0,0,0,autre,DATA_IA
320,42,0,1,0,casablanca,SPECIAL_AUTRES
436,60,0,0,0,fes,SPECIAL_AUTRES
373,47,0,0,1,casablanca,MANAGEMENT_DIRECTION
450,64,0,0,1,casablanca,DATA_IA
425,54,0,0,0,rabat,PRODUCTION_INDUSTRIE
441,56,0,1,1,rabat,PRODUCTION_INDUSTRIE
426,56,0,1,0,autre,SPECIAL_AUTRES
426,60,0,1,0,casablanca,SANTE_MEDICAL
338,44,0,1,1,rabat,MARKETING_COM
368,57,0,1,0,rabat,DATA_IA
373,57,0,1,0,casablanca,MARKETING_COM
389,56,0,0,0,casablanca,COMMERCIAL_VENTE
353,48,0,1,0,rabat,MARKETING_COM
300,40,0,1,1,rabat,INGENIERIE
372,52,0,1,0,rabat,DATA_IA
408,64,0,1,0,rabat,SPECIAL_AUTRES
278,39,0,1,1,rabat,INGENIERIE
338,49,0,1,0,rabat,DATA_IA
448,61,0,0,0,tanger,MANAGEMENT_DIRECTION
375,48,0,0,0,casablanca,DATA_IA
233,25,0,0,0,casablanca,MANAGEMENT_DIRECTION
339,44,0,1,0,casablanca,ADMINISTRATIF_SUPPORT
399,55,0,0,0,casablanca,ADMINISTRATIF_SUPPORT
393,55,0,1,1,casablanca,SPECIAL_AUTRES
377,49,0,1,0,agadir,COMPTABILITE_FINANCE
372,50,0,1,0,casablanca,ADMINISTRATIF_SUPPORT
400,52,0,1,0,casablanca,IT_DEVELOPPEMENT
407,63,0,0,1,casablanca,MANAGEMENT_DIRECTION
378,56,0,1,0,sale,SPECIAL_AUTRES
429,55,0,1,1,casablanca,INGENIERIE
387,52,0,1,0,autre,DATA_IA
399,54,0,1,0,casablanca,COMMERCIAL_VENTE
428,58,0,1,0,autre,MANAGEMENT_DIRECTION
261,32,0,0,0,autre,SPECIAL_AUTRES
294,41,0,0,0,casablanca,SPECIAL_AUTRES
305,41,0,1,1,casablanca,DATA_IA
320,44,0,0,0,casablanca,COMPTABILITE_FINANCE
400,57,0,1,0,casablanca,SPECIAL_AUTRES
374,51,0,0,1,casablanca,SPECIAL_AUTRES
409,57,0,0,0,casablanca,SPECIAL_AUTRES
369,52,0,1,0,casablanca,SPECIAL_AUTRES
379,50,0,0,0,casablanca,DATA_IA
436,62,0,0,0,casablanca,SPECIAL_AUTRES
431,60,0,1,1,casablanca,IT_DEVELOPPEMENT
433,53,0,1,1,casablanca,DATA_IA
365,53,0,1,0,marrakech,MANAGEMENT_DIRECTION
438,59,0,1,0,casablanca,MARKETING_COM
360,49,0,1,0,casablanca,MARKETING_COM
318,43,0,1,0,casablanca,COMMERCIAL_VENTE
424,55,0,1,0,rabat,MANAGEMENT_DIRECTION
376,52,0,1,1,marrakech,COMMERCIAL_VENTE
350,47,0,1,0,marrakech,DATA_IA
407,54,0,1,0,marrakech,ADMINISTRATIF_SUPPORT
360,47,0,1,0,marrakech,MANAGEMENT_DIRECTION
374,47,0,1,0,marrakech,MANAGEMENT_DIRECTION
443,62,0,0,0,tanger,SPECIAL_AUTRES
392,46,0,0,0,tanger,SPECIAL_AUTRES
323,44,0,1,0,casablanca,COMMERCIAL_VENTE
398,48,0,0,1,autre,SPECIAL_AUTRES
327,41,0,0,0,casablanca,LOGISTIQUE_TRANSPORT
358,47,0,0,0,agadir,DATA_IA
392,52,0,0,0,agadir,DATA_IA
292,38,0,0,0,agadir,SPECIAL_AUTRES
329,45,0,0,0,agadir,DATA_IA
349,45,0,0,0,agadir,DATA_IA
312,41,0,0,0,marrakech,DATA_IA
382,51,0,0,0,marrakech,DATA_IA
440,57,0,0,0,marrakech,SPECIAL_AUTRES
365,53,0,0,0,marrakech,DATA_IA
353,47,0,0,0,marrakech,SPECIAL_AUTRES
400,55,0,0,0,autre,DATA_IA
400,51,0,0,0,tanger,SPECIAL_AUTRES
410,60,0,0,0,casablanca,IT_DEVELOPPEMENT
417,58,0,0,0,casablanca,SPECIAL_AUTRES
418,65,0,0,0,casablanca,MARKETING_COM
360,52,0,1,0,casablanca,IT_DEVELOPPEMENT
394,54,0,1,0,casablanca,MANAGEMENT_DIRECTION
355,53,0,0,0,casablanca,IT_DEVELOPPEMENT
296,40,0,0,0,casablanca,DATA_IA
306,47,0,1,0,casablanca,SPECIAL_AUTRES
415,55,0,1,0,tanger,ADMINISTRATIF_SUPPORT
426,68,0,1,0,autre,DATA_IA
336,47,0,1,1,rabat,IT_DEVELOPPEMENT
394,55,0,1,1,autre,SPECIAL_AUTRES
388,59,0,0,0,rabat,DATA_IA
372,51,0,0,1,autre,DATA_IA
314,45,0,1,0,casablanca,SPECIAL_AUTRES
424,58,0,1,0,rabat,IT_DEVELOPPEMENT
407,55,1,0,1,autre,COMMERCIAL_VENTE
434,57,0,1,1,casablanca,LOGISTIQUE_TRANSPORT
285,46,0,1,0,casablanca,SPECIAL_AUTRES
323,49,0,1,1,rabat,MANAGEMENT_DIRECTION
412,53,0,0,0,casablanca,COMMERCIAL_VENTE
325,47,0,0,0,autre,COMMERCIAL_VENTE
362,51,0,1,0,autre,SPECIAL_AUTRES
366,46,0,0,0,fes,SPECIAL_AUTRES
284,39,0,1,0,fes,DATA_IA
344,49,0,0,0,fes,COMMERCIAL_VENTE
398,55,0,0,0,fes,SPECIAL_AUTRES
370,50,0,0,0,kenitra,DATA_IA
339,45,0,0,0,kenitra,DATA_IA
375,51,0,0,0,rabat,DATA_IA
336,44,0,0,0,rabat,DATA_IA
359,50,0,0,0,sale,DATA_IA
354,46,0,0,0,rabat,DATA_IA
394,51,0,0,0,sale,DATA_IA
424,59,0,0,0,rabat,DATA_IA
458,57,0,0,1,rabat,DATA_IA
418,58,0,0,0,autre,DATA_IA
425,56,0,0,0,rabat,IT_DEVELOPPEMENT
409,59,0,1,1,mohammedia,COMMERCIAL_VENTE
395,60,0,0,0,sale,SPECIAL_AUTRES
353,46,0,1,0,casablanca,MANAGEMENT_DIRECTION
342,51,0,0,0,rabat,DATA_IA
374,48,0,1,1,casablanca,MARKETING_COM
495,67,0,1,0,rabat,DATA_IA
345,51,0,1,1,autre,PRODUCTION_INDUSTRIE
381,50,0,1,1,sale,COMPTABILITE_FINANCE
480,71,0,0,0,casablanca,MANAGEMENT_DIRECTION
383,43,0,0,0,rabat,TELECOM_RESEAUX
282,33,1,0,0,casablanca,SPECIAL_AUTRES
415,60,0,0,0,casablanca,MANAGEMENT_DIRECTION
394,55,0,1,0,autre,RESSOURCES_HUMAINES
469,61,0,0,1,casablanca,SPECIAL_AUTRES
435,57,0,1,1,autre,SPECIAL_AUTRES
388,51,0,1,0,casablanca,ADMINISTRATIF_SUPPORT
439,61,0,0,1,rabat,SPECIAL_AUTRES
273,35,0,1,1,casablanca,COMPTABILITE_FINANCE
454,62,0,0,0,rabat,ADMIN_SYSTEME_CLOUD
329,44,0,1,0,casablanca,SPECIAL_AUTRES
432,58,0,0,0,casablanca,COMMERCIAL_VENTE
371,48,0,0,0,casablanca,IT_DEVELOPPEMENT
369,50,0,1,0,rabat,DATA_IA
450,64,0,1,0,casablanca,COMMERCIAL_VENTE
408,56,0,1,0,agadir,PRODUCTION_INDUSTRIE
411,55,0,1,0,casablanca,COMMERCIAL_VENTE
416,57,0,0,0,rabat,DATA_IA
318,42,0,1,1,autre,DATA_IA
378,56,0,1,0,rabat,COMPTABILITE_FINANCE
392,56,0,1,1,rabat,COMMERCIAL_VENTE
395,56,0,1,0,rabat,INGENIERIE
307,43,0,1,1,casablanca,DATA_IA
366,51,0,1,1,autre,DATA_IA
318,42,0,1,1,autre,DATA_IA
408,56,0,1,1,casablanca,DATA_IA
324,47,0,0,1,autre,DATA_IA
438,60,0,0,0,casablanca,DATA_IA
350,48,0,1,1,tanger,DATA_IA
321,43,0,1,1,kenitra,DATA_IA
288,41,0,0,0,casablanca,COMMERCIAL_VENTE
436,61,0,0,1,casablanca,COMMERCIAL_VENTE
349,50,0,0,0,casablanca,COMMERCIAL_VENTE
390,55,0,1,0,agadir,PRODUCTION_INDUSTRIE
563,70,0,1,0,casablanca,SPECIAL_AUTRES
413,56,0,0,0,mohammedia,MANAGEMENT_DIRECTION
405,62,0,0,0,autre,MANAGEMENT_DIRECTION
402,52,0,1,1,rabat,PRODUCTION_INDUSTRIE
327,49,0,0,0,casablanca,MANAGEMENT_DIRECTION
404,52,0,0,0,rabat,MANAGEMENT_DIRECTION
353,48,0,1,0,autre,SPECIAL_AUTRES
371,49,0,1,0,autre,SPECIAL_AUTRES
416,58,0,1,0,casablanca,PRODUCTION_INDUSTRIE
425,56,0,1,1,casablanca,COMPTABILITE_FINANCE
365,48,0,1,0,casablanca,SPECIAL_AUTRES
379,55,0,0,0,casablanca,IT_DEVELOPPEMENT
321,46,0,0,0,casablanca,IT_DEVELOPPEMENT
369,52,0,0,1,casablanca,IT_DEVELOPPEMENT
318,42,0,0,0,casablanca,COMMERCIAL_VENTE
334,42,0,0,0,fes,SPECIAL_AUTRES
353,53,0,0,0,fes,SPECIAL_AUTRES
433,64,0,1,1,fes,DATA_IA
422,54,0,0,1,casablanca,COMPTABILITE_FINANCE
360,45,1,0,0,casablanca,SPECIAL_AUTRES
391,52,0,1,1,autre,INGENIERIE
403,57,0,0,1,casablanca,SPECIAL_AUTRES
415,53,0,1,1,casablanca,COMPTABILITE_FINANCE
302,44,0,1,1,casablanca,COMPTABILITE_FINANCE
321,45,0,1,1,casablanca,COMPTABILITE_FINANCE
495,55,0,1,0,autre,SPECIAL_AUTRES
406,51,0,1,0,autre,IT_DEVELOPPEMENT
402,50,0,1,0,sale,DATA_IA
472,69,0,1,1,autre,MANAGEMENT_DIRECTION
423,58,0,0,1,rabat,MANAGEMENT_DIRECTION
387,55,0,1,0,tanger,DATA_IA
448,66,0,1,0,casablanca,ADMINISTRATIF_SUPPORT
436,68,0,1,0,autre,MANAGEMENT_DIRECTION
452,61,0,1,1,casablanca,IT_DEVELOPPEMENT
449,60,0,1,0,casablanca,DATA_IA
416,51,0,1,1,autre,DATA_IA
462,60,0,0,0,casablanca,COMMERCIAL_VENTE
390,49,0,1,0,casablanca,DATA_IA
418,60,0,1,0,rabat,MANAGEMENT_DIRECTION
363,46,0,0,1,kenitra,COMMERCIAL_VENTE
417,51,0,1,0,casablanca,DATA_IA
333,44,0,0,0,rabat,TELECOM_RESEAUX
367,49,1,0,0,casablanca,DATA_IA
436,57,0,1,0,autre,DATA_IA
304,46,0,1,0,rabat,SPECIAL_AUTRES
350,44,0,1,1,rabat,SPECIAL_AUTRES
331,45,0,1,0,casablanca,SPECIAL_AUTRES
426,52,0,1,0,casablanca,PRODUCTION_INDUSTRIE
388,53,0,1,0,rabat,IT_DEVELOPPEMENT
317,42,0,1,1,fes,SPECIAL_AUTRES
371,55,0,1,1,rabat,IT_DEVELOPPEMENT
379,50,0,1,0,autre,IT_DEVELOPPEMENT
332,43,0,1,0,rabat,DATA_IA
418,58,0,0,1,tanger,MANAGEMENT_DIRECTION
391,52,0,0,0,autre,DATA_IA
392,57,0,1,0,casablanca,SPECIAL_AUTRES
335,46,0,1,0,casablanca,DATA_IA
334,50,0,0,1,casablanca,SPECIAL_AUTRES
422,56,0,1,0,rabat,SPECIAL_AUTRES
365,47,0,1,0,casablanca,ADMINISTRATIF_SUPPORT
373,50,0,1,1,casablanca,RESSOURCES_HUMAINES
331,48,0,0,0,casablanca,SPECIAL_AUTRES
532,67,0,1,0,autre,MARKETING_COM
507,68,0,1,1,casablanca,SPECIAL_AUTRES
368,49,0,1,1,marrakech,SPECIAL_AUTRES
413,60,0,1,0,casablanca,COMPTABILITE_FINANCE
395,50,0,0,1,autre,SPECIAL_AUTRES
459,68,0,1,0,sale,DATA_IA
359,48,0,1,0,casablanca,MANAGEMENT_DIRECTION
378,54,0,1,0,casablanca,MANAGEMENT_DIRECTION
340,48,0,1,1,casablanca,DATA_IA
387,47,0,1,0,casablanca,SPECIAL_AUTRES
477,59,0,1,0,casablanca,SPECIAL_AUTRES
349,47,0,1,1,casablanca,RESSOURCES_HUMAINES
386,48,0,0,0,autre,SPECIAL_AUTRES
383,52,0,1,0,rabat,MARKETING_COM
443,58,0,1,1,casablanca,SPECIAL_AUTRES
323,44,0,1,1,casablanca,COMPTABILITE_FINANCE
331,43,0,1,0,casablanca,COMMERCIAL_VENTE
490,74,0,0,0,casablanca,RESSOURCES_HUMAINES
411,59,0,1,1,casablanca,RESSOURCES_HUMAINES
474,64,0,1,0,rabat,SPECIAL_AUTRES
373,53,0,1,0,tanger,SPECIAL_AUTRES
460,64,0,0,1,autre,MANAGEMENT_DIRECTION
392,52,0,1,0,casablanca,COMMERCIAL_VENTE
418,54,0,1,0,casablanca,MANAGEMENT_DIRECTION
377,49,0,1,0,casablanca,COMMERCIAL_VENTE
417,54,0,1,1,casablanca,DATA_IA
366,47,0,1,1,casablanca,DATA_IA
396,56,0,1,1,casablanca,SPECIAL_AUTRES
368,50,0,1,0,casablanca,DATA_IA
458,64,0,1,1,casablanca,IT_DEVELOPPEMENT
420,60,0,1,0,casablanca,RESSOURCES_HUMAINES
391,53,0,0,1,casablanca,SPECIAL_AUTRES
396,53,0,1,1,casablanca,DATA_IA
324,43,0,1,0,casablanca,ADMINISTRATIF_SUPPORT
415,52,0,1,0,autre,DATA_IA
366,49,0,1,0,autre,DATA_IA
372,44,0,1,0,fes,DATA_IA
376,53,0,1,1,autre,SPECIAL_AUTRES
281,34,0,1,0,autre,SPECIAL_AUTRES
440,60,0,1,0,casablanca,MANAGEMENT_DIRECTION
400,54,0,0,0,autre,COMMERCIAL_VENTE
442,62,0,0,0,autre,IT_DEVELOPPEMENT
372,51,0,0,0,casablanca,DATA_IA
353,46,0,1,0,autre,ADMINISTRATIF_SUPPORT
371,51,0,1,0,autre,MANAGEMENT_DIRECTION
523,72,0,0,0,casablanca,SPECIAL_AUTRES
399,55,0,1,0,casablanca,PRODUCTION_INDUSTRIE
412,56,0,0,1,casablanca,SPECIAL_AUTRES
362,48,0,0,1,casablanca,IT_DEVELOPPEMENT
375,51,0,0,1,casablanca,IT_DEVELOPPEMENT
405,57,0,1,1,casablanca,MANAGEMENT_DIRECTION
348,49,0,0,1,casablanca,ADMIN_SYSTEME_CLOUD
447,65,0,1,0,autre,INGENIERIE
456,61,0,1,1,casablanca,LOGISTIQUE_TRANSPORT
446,59,0,0,1,tanger,COMPTABILITE_FINANCE
286,41,0,1,0,casablanca,SPECIAL_AUTRES
460,66,0,0,1,casablanca,SPECIAL_AUTRES
320,47,0,1,1,rabat,MARKETING_COM
327,49,0,1,0,rabat,MANAGEMENT_DIRECTION
436,62,0,1,0,autre,SPECIAL_AUTRES
468,66,0,1,0,autre,ADMINISTRATIF_SUPPORT
420,62,0,1,1,fes,PRODUCTION_INDUSTRIE
372,43,0,1,1,fes,PRODUCTION_INDUSTRIE
368,49,0,1,1,fes,DATA_IA
418,58,0,1,1,fes,INGENIERIE
330,45,0,1,1,tanger,DATA_IA
395,50,0,1,0,tanger,MANAGEMENT_DIRECTION
327,47,0,1,0,casablanca,RESSOURCES_HUMAINES
367,51,0,0,0,casablanca,DATA_IA
390,60,0,1,0,autre,SPECIAL_AUTRES
441,60,0,1,1,casablanca,DATA_IA
311,39,1,0,0,casablanca,DATA_IA
387,43,0,0,0,rabat,TELECOM_RESEAUX
286,41,0,0,0,casablanca,COMMERCIAL_VENTE
387,52,0,0,1,casablanca,SPECIAL_AUTRES
424,64,0,1,1,casablanca,RESSOURCES_HUMAINES
364,48,0,1,0,rabat,SPECIAL_AUTRES
420,49,0,1,0,casablanca,DATA_IA
522,76,0,1,1,casablanca,MANAGEMENT_DIRECTION
355,44,0,0,0,autre,SPECIAL_AUTRES
364,51,0,1,0,rabat,SPECIAL_AUTRES
358,53,0,0,0,autre,MANAGEMENT_DIRECTION
336,45,0,1,0,casablanca,COMMERCIAL_VENTE
465,66,0,1,1,casablanca,SPECIAL_AUTRES
376,53,0,0,0,autre,MANAGEMENT_DIRECTION
271,39,0,0,1,autre,MANAGEMENT_DIRECTION
416,58,0,0,0,autre,MANAGEMENT_DIRECTION
374,54,0,0,0,autre,MANAGEMENT_DIRECTION
403,53,0,0,0,autre,MANAGEMENT_DIRECTION
319,44,0,0,0,marrakech,MANAGEMENT_DIRECTION
400,52,0,1,0,autre,SPECIAL_AUTRES
294,39,0,0,0,casablanca,MANAGEMENT_DIRECTION
380,52,0,0,0,casablanca,MANAGEMENT_DIRECTION
331,46,0,0,0,autre,MANAGEMENT_DIRECTION
306,45,0,0,0,autre,MANAGEMENT_DIRECTION
406,55,0,0,0,fes,MANAGEMENT_DIRECTION
426,58,0,1,1,casablanca,MANAGEMENT_DIRECTION
329,47,0,0,0,autre,MANAGEMENT_DIRECTION
392,55,0,0,0,autre,MANAGEMENT_DIRECTION
334,47,0,1,0,casablanca,PRODUCTION_INDUSTRIE
287,40,0,0,0,mohammedia,MANAGEMENT_DIRECTION
360,51,0,0,0,casablanca,DATA_IA
392,53,0,0,0,autre,MANAGEMENT_DIRECTION
319,41,0,1,1,rabat,DATA_IA
431,62,0,1,0,casablanca,DATA_IA
353,48,0,0,0,casablanca,MANAGEMENT_DIRECTION
426,56,0,0,1,rabat,COMMERCIAL_VENTE
524,81,0,1,0,rabat,LOGISTIQUE_TRANSPORT
328,44,0,0,0,casablanca,COMPTABILITE_FINANCE
406,56,0,1,0,casablanca,PRODUCTION_INDUSTRIE
332,45,0,1,0,casablanca,COMMERCIAL_VENTE
332,49,0,1,0,casablanca,SPECIAL_AUTRES
379,51,0,0,0,tanger,SPECIAL_AUTRES
320,47,0,1,0,sale,SPECIAL_AUTRES
412,60,0,1,0,autre,DATA_IA
404,55,0,1,0,agadir,MANAGEMENT_DIRECTION
412,59,0,1,0,agadir,LOGISTIQUE_TRANSPORT
330,49,0,1,1,autre,SPECIAL_AUTRES
406,56,0,0,0,tanger,SPECIAL_AUTRES
335,46,0,1,1,autre,SPECIAL_AUTRES
365,51,0,1,1,marrakech,SPECIAL_AUTRES
350,45,0,1,1,casablanca,SPECIAL_AUTRES
338,47,0,1,0,autre,SPECIAL_AUTRES
388,51,0,1,0,casablanca,SPECIAL_AUTRES
401,52,0,1,0,casablanca,COMMERCIAL_VENTE
506,70,0,1,0,casablanca,COMMERCIAL_VENTE
404,63,0,1,0,casablanca,PRODUCTION_INDUSTRIE
480,69,0,0,0,casablanca,PRODUCTION_INDUSTRIE
407,53,0,1,1,casablanca,ADMINISTRATIF_SUPPORT
399,56,0,1,0,autre,SPECIAL_AUTRES
413,54,0,1,0,autre,DATA_IA
503,71,0,1,0,casablanca,SANTE_MEDICAL
324,46,0,1,0,agadir,COMMERCIAL_VENTE
390,45,0,0,0,casablanca,SPECIAL_AUTRES
358,47,0,1,0,casablanca,ADMINISTRATIF_SUPPORT
385,55,0,0,0,casablanca,SPECIAL_AUTRES
418,58,0,1,0,agadir,MANAGEMENT_DIRECTION
423,58,0,1,0,autre,IT_DEVELOPPEMENT
358,48,0,1,0,autre,COMPTABILITE_FINANCE
339,50,0,1,0,marrakech,DATA_IA
414,57,0,1,0,autre,MANAGEMENT_DIRECTION
447,59,0,1,0,rabat,INGENIERIE
346,52,0,1,0,casablanca,IT_DEVELOPPEMENT
351,43,0,1,0,casablanca,MANAGEMENT_DIRECTION
315,45,0,1,0,autre,DATA_IA
363,47,0,1,0,autre,MANAGEMENT_DIRECTION
330,46,0,1,0,agadir,DATA_IA
412,57,0,1,1,agadir,ADMINISTRATIF_SUPPORT
395,57,0,0,0,casablanca,DATA_IA
420,58,0,1,0,fes,SPECIAL_AUTRES
401,53,0,0,0,rabat,RESSOURCES_HUMAINES
356,42,0,1,0,casablanca,COMMERCIAL_VENTE
388,55,0,0,1,casablanca,COMMERCIAL_VENTE
518,75,0,1,1,autre,SPECIAL_AUTRES
398,54,0,1,0,agadir,ADMINISTRATIF_SUPPORT
481,70,0,1,0,casablanca,COMMERCIAL_VENTE
438,59,0,0,0,autre,SPECIAL_AUTRES
436,61,0,0,0,agadir,RESSOURCES_HUMAINES
357,44,0,1,1,casablanca,DATA_IA
428,56,0,0,0,tanger,SPECIAL_AUTRES
341,43,0,1,0,casablanca,COMMERCIAL_VENTE
363,53,0,1,1,mohammedia,LOGISTIQUE_TRANSPORT
358,48,0,0,0,casablanca,COMPTABILITE_FINANCE
314,48,0,1,0,rabat,MANAGEMENT_DIRECTION
497,70,0,0,1,casablanca,IT_DEVELOPPEMENT
385,51,0,0,0,casablanca,PRODUCTION_INDUSTRIE
399,56,0,0,1,casablanca,COMMERCIAL_VENTE
476,64,0,1,0,casablanca,ADMINISTRATIF_SUPPORT
399,56,0,1,0,rabat,DATA_IA
368,55,0,1,0,autre,SPECIAL_AUTRES
389,58,0,1,0,tanger,SPECIAL_AUTRES
336,47,0,1,0,tanger,COMMERCIAL_VENTE
358,50,0,1,0,autre,COMMERCIAL_VENTE
409,58,0,1,0,autre,SPECIAL_AUTRES
447,64,0,1,0,agadir,SPECIAL_AUTRES
338,46,0,1,0,agadir,COMMERCIAL_VENTE
360,51,0,1,0,marrakech,COMMERCIAL_VENTE
412,60,0,1,0,marrakech,SPECIAL_AUTRES
315,45,0,1,0,fes,COMMERCIAL_VENTE
387,56,0,1,0,fes,SPECIAL_AUTRES
353,48,0,1,0,casablanca,SPECIAL_AUTRES
311,43,0,1,0,casablanca,COMMERCIAL_VENTE
